編號,年份,月,日,星期,號碼1,號碼2,號碼3,號碼4,號碼5
201000225,2010,11,11,4,05 , 09 , 24 , 34 , 36,
201000226,2010,11,12,5,06 , 08 , 16 , 21 , 23,
201000227,2010,11,15,1,05 , 06 , 22 , 32 , 39,
201000228,2010,11,16,2,06 , 14 , 24 , 26 , 29,
201000229,2010,11,17,3,13 , 15 , 20 , 28 , 36,
201000230,2010,11,18,4,01 , 07 , 18 , 30 , 31,
201000231,2010,11,19,5,07 , 09 , 13 , 20 , 24,
201000232,2010,11,22,1,04 , 08 , 25 , 35 , 36,
201000233,2010,11,23,2,01 , 27 , 33 , 38 , 39,
201000234,2010,11,24,3,01 , 10 , 16 , 24 , 25,
201000235,2010,11,25,4,03 , 12 , 13 , 19 , 39,
201000236,2010,11,26,5,04 , 09 , 17 , 18 , 20,
201000237,2010,11,29,1,03 , 15 , 19 , 31 , 35,
201000238,2010,11,30,2,04 , 12 , 14 , 19 , 32,
201000239,2010,12,01,3,03 , 18 , 22 , 23 , 33,
201000240,2010,12,02,4,13 , 16 , 18 , 29 , 30,
201000241,2010,12,03,5,03 , 16 , 31 , 32 , 35,
201000242,2010,12,06,1,07 , 16 , 18 , 20 , 34,
201000243,2010,12,07,2,03 , 12 , 25 , 28 , 33,
201000244,2010,12,08,3,01 , 17 , 20 , 28 , 36,
201000245,2010,12,09,4,12 , 13 , 29 , 33 , 34,
201000246,2010,12,10,5,14 , 15 , 25 , 30 , 35,
201000247,2010,12,13,1,15 , 20 , 27 , 37 , 38,
201000248,2010,12,14,2,01 , 11 , 24 , 25 , 30,
201000249,2010,12,15,3,05 , 09 , 20 , 28 , 32,
201000250,2010,12,16,4,02 , 21 , 22 , 37 , 38,
201000251,2010,12,17,5,05 , 09 , 12 , 16 , 29,
201000252,2010,12,20,1,19 , 21 , 22 , 28 , 36,
201000253,2010,12,21,2,08 , 20 , 21 , 34 , 39,
201000254,2010,12,22,3,01 , 06 , 12 , 17 , 33,
201000255,2010,12,23,4,02 , 06 , 08 , 09 , 11,
201000256,2010,12,24,5,10 , 12 , 16 , 34 , 38,
201000257,2010,12,27,1,03 , 15 , 24 , 26 , 34,
201000258,2010,12,28,2,11 , 19 , 22 , 28 , 38,
201000259,2010,12,29,3,06 , 20 , 23 , 26 , 35,
201000260,2010,12,30,4,08 , 12 , 23 , 28 , 29,
201000261,2010,12,31,5,22 , 25 , 30 , 32 , 34,
201100001,2011,01,01,6,02 , 13 , 24 , 25 , 36,
201100002,2011,01,03,1,11 , 13 , 20 , 25 , 35,
201100003,2011,01,04,2,06 , 08 , 10 , 16 , 36,
201100004,2011,01,05,3,05 , 17 , 26 , 29 , 32,
201100005,2011,01,06,4,07 , 28 , 31 , 32 , 36,
201100006,2011,01,07,5,10 , 11 , 18 , 34 , 38,
201100007,2011,01,08,6,03 , 10 , 14 , 18 , 35,
201100008,2011,01,10,1,04 , 10 , 20 , 32 , 39,
201100009,2011,01,11,2,03 , 09 , 13 , 25 , 37,
201100010,2011,01,12,3,01 , 02 , 04 , 21 , 32,
201100011,2011,01,13,4,05 , 14 , 23 , 31 , 32,
201100012,2011,01,14,5,08 , 14 , 27 , 28 , 36,
201100013,2011,01,15,6,08 , 17 , 18 , 30 , 36,
201100014,2011,01,17,1,02 , 05 , 17 , 28 , 36,
201100015,2011,01,18,2,03 , 05 , 11 , 22 , 37,
201100016,2011,01,19,3,18 , 20 , 22 , 29 , 33,
201100017,2011,01,20,4,04 , 15 , 26 , 28 , 31,
201100018,2011,01,21,5,18 , 23 , 31 , 36 , 39,
201100019,2011,01,22,6,03 , 20 , 23 , 24 , 37,
201100020,2011,01,24,1,04 , 06 , 10 , 19 , 25,
201100021,2011,01,25,2,14 , 15 , 18 , 21 , 29,
201100022,2011,01,26,3,07 , 12 , 19 , 25 , 35,
201100023,2011,01,27,4,05 , 14 , 18 , 20 , 37,
201100024,2011,01,28,5,15 , 24 , 33 , 38 , 39,
201100025,2011,01,29,6,05 , 20 , 22 , 35 , 38,
201100026,2011,01,31,1,09 , 16 , 21 , 25 , 36,
201100027,2011,02,01,2,18 , 23 , 26 , 32 , 39,
201100028,2011,02,02,3,06 , 08 , 16 , 22 , 26,
201100029,2011,02,03,4,11 , 12 , 22 , 24 , 39,
201100030,2011,02,04,5,09 , 17 , 25 , 32 , 37,
201100031,2011,02,05,6,08 , 30 , 32 , 37 , 38,
201100032,2011,02,07,1,02 , 13 , 19 , 28 , 37,
201100033,2011,02,08,2,04 , 19 , 24 , 28 , 35,
201100034,2011,02,09,3,05 , 17 , 22 , 36 , 39,
201100035,2011,02,10,4,02 , 03 , 10 , 20 , 28,
201100036,2011,02,11,5,18 , 26 , 28 , 29 , 39,
201100037,2011,02,12,6,12 , 17 , 22 , 26 , 27,
201100038,2011,02,14,1,01 , 07 , 19 , 27 , 38,
201100039,2011,02,15,2,03 , 11 , 18 , 30 , 37,
201100040,2011,02,16,3,02 , 08 , 21 , 22 , 36,
201100041,2011,02,17,4,25 , 29 , 33 , 34 , 37,
201100042,2011,02,18,5,03 , 06 , 08 , 23 , 24,
201100043,2011,02,19,6,08 , 13 , 23 , 26 , 37,
201100044,2011,02,21,1,11 , 19 , 26 , 30 , 33,
201100045,2011,02,22,2,07 , 26 , 34 , 36 , 38,
201100046,2011,02,23,3,01 , 04 , 17 , 24 , 37,
201100047,2011,02,24,4,05 , 11 , 14 , 18 , 20,
201100048,2011,02,25,5,08 , 13 , 24 , 31 , 38,
201100049,2011,02,26,6,04 , 08 , 18 , 22 , 25,
201100050,2011,02,28,1,01 , 07 , 17 , 20 , 35,
201100051,2011,03,01,2,06 , 30 , 36 , 37 , 38,
201100052,2011,03,02,3,07 , 14 , 23 , 27 , 34,
201100053,2011,03,03,4,03 , 04 , 07 , 21 , 38,
201100054,2011,03,04,5,08 , 12 , 33 , 36 , 39,
201100055,2011,03,05,6,02 , 06 , 14 , 33 , 37,
201100056,2011,03,07,1,06 , 08 , 10 , 28 , 32,
201100057,2011,03,08,2,02 , 11 , 12 , 18 , 36,
201100058,2011,03,09,3,07 , 08 , 31 , 32 , 34,
201100059,2011,03,10,4,04 , 09 , 24 , 25 , 35,
201100060,2011,03,11,5,05 , 09 , 14 , 25 , 38,
201100061,2011,03,12,6,13 , 15 , 25 , 28 , 37,
201100062,2011,03,14,1,05 , 16 , 19 , 28 , 35,
201100063,2011,03,15,2,06 , 09 , 23 , 31 , 39,
201100064,2011,03,16,3,09 , 16 , 20 , 33 , 34,
201100065,2011,03,17,4,11 , 21 , 23 , 29 , 30,
201100066,2011,03,18,5,22 , 33 , 36 , 38 , 39,
201100067,2011,03,19,6,02 , 09 , 13 , 25 , 29,
201100068,2011,03,21,1,05 , 11 , 14 , 29 , 38,
201100069,2011,03,22,2,08 , 18 , 27 , 29 , 39,
201100070,2011,03,23,3,05 , 12 , 13 , 14 , 21,
201100071,2011,03,24,4,04 , 17 , 18 , 30 , 34,
201100072,2011,03,25,5,07 , 22 , 23 , 26 , 39,
201100073,2011,03,26,6,02 , 06 , 19 , 23 , 35,
201100074,2011,03,28,1,06 , 25 , 27 , 28 , 29,
201100075,2011,03,29,2,04 , 18 , 28 , 31 , 35,
201100076,2011,03,30,3,01 , 03 , 16 , 27 , 32,
201100077,2011,03,31,4,21 , 22 , 29 , 33 , 36,
201100078,2011,04,01,5,06 , 07 , 28 , 31 , 36,
201100079,2011,04,02,6,02 , 12 , 19 , 33 , 34,
201100080,2011,04,04,1,05 , 07 , 18 , 22 , 31,
201100081,2011,04,05,2,07 , 10 , 11 , 13 , 39,
201100082,2011,04,06,3,11 , 13 , 17 , 20 , 23,
201100083,2011,04,07,4,04 , 07 , 21 , 22 , 35,
201100084,2011,04,08,5,10 , 13 , 18 , 25 , 33,
201100085,2011,04,09,6,05 , 10 , 26 , 28 , 34,
201100086,2011,04,11,1,03 , 09 , 21 , 31 , 32,
201100087,2011,04,12,2,05 , 12 , 21 , 35 , 37,
201100088,2011,04,13,3,06 , 11 , 26 , 30 , 32,
201100089,2011,04,14,4,05 , 08 , 24 , 35 , 37,
201100090,2011,04,15,5,08 , 11 , 16 , 30 , 37,
201100091,2011,04,16,6,05 , 12 , 28 , 30 , 35,
201100092,2011,04,18,1,04 , 10 , 24 , 28 , 30,
201100093,2011,04,19,2,01 , 15 , 32 , 34 , 38,
201100094,2011,04,20,3,02 , 05 , 12 , 15 , 35,
201100095,2011,04,21,4,02 , 20 , 31 , 36 , 37,
201100096,2011,04,22,5,09 , 11 , 14 , 23 , 26,
201100097,2011,04,23,6,16 , 21 , 29 , 30 , 33,
201100098,2011,04,25,1,06 , 10 , 14 , 23 , 32,
201100099,2011,04,26,2,14 , 15 , 29 , 33 , 38,
201100100,2011,04,27,3,02 , 06 , 19 , 38 , 39,
201100101,2011,04,28,4,01 , 16 , 24 , 32 , 38,
201100102,2011,04,29,5,04 , 27 , 28 , 36 , 38,
201100103,2011,04,30,6,02 , 03 , 06 , 24 , 39,
201100104,2011,05,02,1,02 , 19 , 24 , 33 , 36,
201100105,2011,05,03,2,01 , 05 , 07 , 08 , 37,
201100106,2011,05,04,3,02 , 09 , 11 , 24 , 26,
201100107,2011,05,05,4,02 , 04 , 15 , 19 , 35,
201100108,2011,05,06,5,04 , 09 , 25 , 31 , 32,
201100109,2011,05,07,6,11 , 12 , 16 , 21 , 24,
201100110,2011,05,09,1,02 , 12 , 24 , 33 , 38,
201100111,2011,05,10,2,02 , 22 , 24 , 31 , 36,
201100112,2011,05,11,3,03 , 07 , 16 , 35 , 36,
201100113,2011,05,12,4,01 , 14 , 18 , 30 , 34,
201100114,2011,05,13,5,03 , 06 , 13 , 18 , 23,
201100115,2011,05,14,6,02 , 05 , 12 , 26 , 30,
201100116,2011,05,16,1,18 , 19 , 20 , 31 , 38,
201100117,2011,05,17,2,02 , 03 , 07 , 18 , 27,
201100118,2011,05,18,3,09 , 18 , 22 , 33 , 39,
201100119,2011,05,19,4,05 , 16 , 26 , 27 , 37,
201100120,2011,05,20,5,07 , 21 , 33 , 36 , 37,
201100121,2011,05,21,6,12 , 19 , 25 , 29 , 32,
201100122,2011,05,23,1,14 , 15 , 17 , 33 , 35,
201100123,2011,05,24,2,04 , 25 , 28 , 36 , 39,
201100124,2011,05,25,3,02 , 12 , 16 , 36 , 37,
201100125,2011,05,26,4,20 , 26 , 34 , 35 , 37,
201100126,2011,05,27,5,01 , 12 , 13 , 21 , 25,
201100127,2011,05,28,6,04 , 05 , 09 , 34 , 39,
201100128,2011,05,30,1,01 , 02 , 11 , 34 , 36,
201100129,2011,05,31,2,03 , 08 , 27 , 35 , 39,
201100130,2011,06,01,3,05 , 11 , 15 , 29 , 39,
201100131,2011,06,02,4,12 , 15 , 23 , 24 , 28,
201100132,2011,06,03,5,01 , 15 , 24 , 25 , 30,
201100133,2011,06,04,6,22 , 23 , 24 , 34 , 38,
201100134,2011,06,06,1,09 , 22 , 31 , 32 , 34,
201100135,2011,06,07,2,03 , 05 , 13 , 14 , 17,
201100136,2011,06,08,3,13 , 22 , 23 , 29 , 30,
201100137,2011,06,09,4,23 , 26 , 28 , 29 , 35,
201100138,2011,06,10,5,04 , 16 , 21 , 25 , 36,
201100139,2011,06,11,6,08 , 15 , 17 , 29 , 37,
201100140,2011,06,13,1,01 , 02 , 09 , 23 , 38,
201100141,2011,06,14,2,23 , 25 , 26 , 33 , 36,
201100142,2011,06,15,3,13 , 14 , 15 , 26 , 32,
201100143,2011,06,16,4,14 , 26 , 29 , 37 , 38,
201100144,2011,06,17,5,06 , 16 , 24 , 35 , 38,
201100145,2011,06,18,6,02 , 06 , 15 , 21 , 34,
201100146,2011,06,20,1,09 , 13 , 14 , 19 , 35,
201100147,2011,06,21,2,05 , 07 , 13 , 15 , 31,
201100148,2011,06,22,3,19 , 23 , 25 , 34 , 39,
201100149,2011,06,23,4,04 , 21 , 27 , 36 , 39,
201100150,2011,06,24,5,12 , 23 , 25 , 26 , 33,
201100151,2011,06,25,6,14 , 22 , 24 , 32 , 38,
201100152,2011,06,27,1,04 , 05 , 12 , 15 , 20,
201100153,2011,06,28,2,19 , 22 , 28 , 31 , 39,
201100154,2011,06,29,3,01 , 02 , 05 , 27 , 35,
201100155,2011,06,30,4,02 , 04 , 07 , 14 , 30,
201100156,2011,07,01,5,01 , 02 , 10 , 17 , 28,
201100157,2011,07,02,6,03 , 12 , 31 , 34 , 36,
201100158,2011,07,04,1,01 , 02 , 06 , 17 , 30,
201100159,2011,07,05,2,02 , 05 , 21 , 23 , 36,
201100160,2011,07,06,3,02 , 09 , 26 , 34 , 36,
201100161,2011,07,07,4,03 , 20 , 28 , 35 , 39,
201100162,2011,07,08,5,04 , 08 , 15 , 18 , 38,
201100163,2011,07,09,6,09 , 21 , 22 , 25 , 30,
201100164,2011,07,11,1,01 , 03 , 12 , 14 , 18,
201100165,2011,07,12,2,10 , 14 , 17 , 21 , 31,
201100166,2011,07,13,3,09 , 14 , 21 , 32 , 36,
201100167,2011,07,14,4,08 , 09 , 18 , 24 , 33,
201100168,2011,07,15,5,07 , 13 , 14 , 20 , 33,
201100169,2011,07,16,6,08 , 27 , 29 , 32 , 36,
201100170,2011,07,18,1,02 , 12 , 14 , 29 , 39,
201100171,2011,07,19,2,02 , 14 , 32 , 33 , 39,
201100172,2011,07,20,3,16 , 17 , 26 , 31 , 39,
201100173,2011,07,21,4,14 , 15 , 20 , 27 , 30,
201100174,2011,07,22,5,03 , 05 , 10 , 15 , 37,
201100175,2011,07,23,6,05 , 20 , 26 , 27 , 31,
201100176,2011,07,25,1,05 , 09 , 14 , 18 , 35,
201100177,2011,07,26,2,01 , 17 , 32 , 34 , 36,
201100178,2011,07,27,3,20 , 21 , 23 , 26 , 33,
201100179,2011,07,28,4,04 , 09 , 27 , 30 , 36,
201100180,2011,07,29,5,03 , 04 , 16 , 20 , 27,
201100181,2011,07,30,6,01 , 06 , 10 , 13 , 17,
201100182,2011,08,01,1,01 , 10 , 12 , 19 , 24,
201100183,2011,08,02,2,03 , 13 , 22 , 25 , 39,
201100184,2011,08,03,3,03 , 04 , 13 , 14 , 39,
201100185,2011,08,04,4,09 , 10 , 33 , 37 , 38,
201100186,2011,08,05,5,14 , 18 , 22 , 25 , 33,
201100187,2011,08,06,6,14 , 19 , 23 , 24 , 28,
201100188,2011,08,08,1,13 , 15 , 18 , 37 , 39,
201100189,2011,08,09,2,07 , 14 , 22 , 29 , 35,
201100190,2011,08,10,3,16 , 17 , 20 , 22 , 26,
201100191,2011,08,11,4,09 , 13 , 14 , 19 , 37,
201100192,2011,08,12,5,20 , 29 , 34 , 37 , 39,
201100193,2011,08,13,6,04 , 06 , 10 , 18 , 28,
201100194,2011,08,15,1,16 , 23 , 33 , 36 , 38,
201100195,2011,08,16,2,01 , 10 , 18 , 21 , 22,
201100196,2011,08,17,3,03 , 14 , 15 , 20 , 28,
201100197,2011,08,18,4,07 , 08 , 16 , 19 , 34,
201100198,2011,08,19,5,08 , 11 , 13 , 30 , 38,
201100199,2011,08,20,6,02 , 07 , 21 , 24 , 31,
201100200,2011,08,22,1,09 , 13 , 26 , 27 , 38,
201100201,2011,08,23,2,07 , 14 , 15 , 23 , 30,
201100202,2011,08,24,3,13 , 16 , 22 , 35 , 39,
201100203,2011,08,25,4,02 , 03 , 05 , 22 , 37,
201100204,2011,08,26,5,15 , 22 , 28 , 32 , 36,
201100205,2011,08,27,6,01 , 02 , 12 , 29 , 35,
201100206,2011,08,29,1,04 , 07 , 11 , 21 , 34,
201100207,2011,08,30,2,06 , 08 , 10 , 22 , 36,
201100208,2011,08,31,3,06 , 17 , 25 , 34 , 37,
201100209,2011,09,01,4,12 , 22 , 32 , 37 , 38,
201100210,2011,09,02,5,03 , 04 , 10 , 11 , 18,
201100211,2011,09,03,6,19 , 22 , 33 , 34 , 37,
201100212,2011,09,05,1,02 , 11 , 22 , 28 , 35,
201100213,2011,09,06,2,25 , 30 , 32 , 33 , 34,
201100214,2011,09,07,3,09 , 20 , 23 , 27 , 29,
201100215,2011,09,08,4,02 , 15 , 17 , 21 , 36,
201100216,2011,09,09,5,14 , 18 , 26 , 28 , 36,
201100217,2011,09,10,6,02 , 03 , 17 , 23 , 35,
201100218,2011,09,12,1,12 , 18 , 22 , 24 , 39,
201100219,2011,09,13,2,01 , 04 , 09 , 10 , 16,
201100220,2011,09,14,3,13 , 16 , 19 , 23 , 36,
201100221,2011,09,15,4,05 , 14 , 19 , 30 , 34,
201100222,2011,09,16,5,13 , 18 , 23 , 27 , 38,
201100223,2011,09,17,6,04 , 15 , 27 , 28 , 38,
201100224,2011,09,19,1,05 , 11 , 22 , 28 , 35,
201100225,2011,09,20,2,14 , 16 , 32 , 34 , 37,
201100226,2011,09,21,3,04 , 05 , 07 , 15 , 16,
201100227,2011,09,22,4,01 , 10 , 20 , 29 , 32,
201100228,2011,09,23,5,02 , 07 , 15 , 25 , 34,
201100229,2011,09,24,6,19 , 20 , 23 , 29 , 39,
201100230,2011,09,26,1,04 , 08 , 14 , 29 , 33,
201100231,2011,09,27,2,05 , 07 , 14 , 34 , 35,
201100232,2011,09,28,3,07 , 13 , 16 , 27 , 28,
201100233,2011,09,29,4,06 , 12 , 14 , 15 , 28,
201100234,2011,09,30,5,04 , 14 , 21 , 27 , 37,
201100235,2011,10,01,6,02 , 09 , 13 , 23 , 27,
201100236,2011,10,03,1,15 , 16 , 22 , 31 , 39,
201100237,2011,10,04,2,02 , 12 , 18 , 34 , 38,
201100238,2011,10,05,3,17 , 22 , 23 , 33 , 36,
201100239,2011,10,06,4,11 , 14 , 19 , 37 , 38,
201100240,2011,10,07,5,09 , 12 , 23 , 30 , 33,
201100241,2011,10,08,6,07 , 10 , 19 , 27 , 33,
201100242,2011,10,10,1,02 , 18 , 20 , 33 , 34,
201100243,2011,10,11,2,09 , 15 , 20 , 25 , 29,
201100244,2011,10,12,3,04 , 14 , 33 , 34 , 37,
201100245,2011,10,13,4,06 , 19 , 31 , 35 , 39,
201100246,2011,10,14,5,01 , 17 , 24 , 33 , 34,
201100247,2011,10,15,6,11 , 17 , 22 , 26 , 31,
201100248,2011,10,17,1,11 , 30 , 33 , 38 , 39,
201100249,2011,10,18,2,01 , 13 , 18 , 23 , 26,
201100250,2011,10,19,3,15 , 16 , 21 , 23 , 29,
201100251,2011,10,20,4,14 , 22 , 23 , 34 , 39,
201100252,2011,10,21,5,20 , 21 , 24 , 33 , 37,
201100253,2011,10,22,6,02 , 12 , 24 , 35 , 39,
201100254,2011,10,24,1,05 , 21 , 27 , 31 , 34,
201100255,2011,10,25,2,06 , 11 , 28 , 35 , 39,
201100256,2011,10,26,3,01 , 11 , 13 , 22 , 36,
201100257,2011,10,27,4,02 , 16 , 24 , 32 , 35,
201100258,2011,10,28,5,02 , 11 , 16 , 20 , 27,
201100259,2011,10,29,6,03 , 14 , 16 , 25 , 37,
201100260,2011,10,31,1,03 , 12 , 16 , 27 , 38,
201100261,2011,11,01,2,07 , 08 , 26 , 34 , 37,
201100262,2011,11,02,3,10 , 15 , 16 , 23 , 38,
201100263,2011,11,03,4,08 , 19 , 21 , 36 , 39,
201100264,2011,11,04,5,02 , 21 , 33 , 37 , 38,
201100265,2011,11,05,6,02 , 05 , 07 , 18 , 34,
201100266,2011,11,07,1,07 , 16 , 34 , 37 , 39,
201100267,2011,11,08,2,13 , 16 , 18 , 21 , 27,
201100268,2011,11,09,3,12 , 20 , 23 , 27 , 28,
201100269,2011,11,10,4,01 , 07 , 08 , 27 , 28,
201100270,2011,11,11,5,04 , 11 , 19 , 22 , 33,
201100271,2011,11,12,6,14 , 21 , 24 , 33 , 35,
201100272,2011,11,14,1,03 , 05 , 10 , 14 , 30,
201100273,2011,11,15,2,04 , 08 , 09 , 21 , 38,
201100274,2011,11,16,3,12 , 27 , 28 , 29 , 32,
201100275,2011,11,17,4,05 , 11 , 19 , 20 , 36,
201100276,2011,11,18,5,10 , 26 , 28 , 34 , 37,
201100277,2011,11,19,6,05 , 06 , 08 , 09 , 16,
201100278,2011,11,21,1,03 , 04 , 09 , 23 , 25,
201100279,2011,11,22,2,02 , 04 , 10 , 14 , 21,
201100280,2011,11,23,3,02 , 16 , 18 , 28 , 36,
201100281,2011,11,24,4,07 , 09 , 20 , 26 , 34,
201100282,2011,11,25,5,06 , 09 , 12 , 19 , 30,
201100283,2011,11,26,6,12 , 16 , 18 , 22 , 25,
201100284,2011,11,28,1,05 , 09 , 15 , 27 , 30,
201100285,2011,11,29,2,03 , 07 , 12 , 19 , 37,
201100286,2011,11,30,3,05 , 12 , 21 , 22 , 24,
201100287,2011,12,01,4,06 , 10 , 13 , 15 , 20,
201100288,2011,12,02,5,01 , 12 , 18 , 24 , 37,
201100289,2011,12,03,6,05 , 13 , 14 , 32 , 33,
201100290,2011,12,05,1,06 , 15 , 26 , 31 , 38,
201100291,2011,12,06,2,18 , 19 , 28 , 35 , 38,
201100292,2011,12,07,3,12 , 13 , 15 , 29 , 34,
201100293,2011,12,08,4,04 , 05 , 19 , 23 , 34,
201100294,2011,12,09,5,15 , 24 , 27 , 33 , 35,
201100295,2011,12,10,6,08 , 19 , 31 , 35 , 37,
201100296,2011,12,12,1,05 , 06 , 07 , 16 , 22,
201100297,2011,12,13,2,12 , 13 , 27 , 28 , 32,
201100298,2011,12,14,3,05 , 06 , 18 , 20 , 30,
201100299,2011,12,15,4,05 , 07 , 22 , 26 , 31,
201100300,2011,12,16,5,06 , 13 , 27 , 28 , 29,
201100301,2011,12,17,6,01 , 07 , 17 , 20 , 35,
201100302,2011,12,19,1,07 , 08 , 17 , 28 , 34,
201100303,2011,12,20,2,02 , 05 , 07 , 15 , 17,
201100304,2011,12,21,3,02 , 07 , 17 , 25 , 32,
201100305,2011,12,22,4,03 , 10 , 19 , 23 , 33,
201100306,2011,12,23,5,01 , 10 , 23 , 27 , 32,
201100307,2011,12,24,6,23 , 24 , 29 , 35 , 38,
201100308,2011,12,26,1,07 , 22 , 27 , 30 , 33,
201100309,2011,12,27,2,02 , 04 , 05 , 19 , 36,
201100310,2011,12,28,3,03 , 04 , 20 , 24 , 28,
201100311,2011,12,29,4,03 , 13 , 16 , 21 , 30,
201100312,2011,12,30,5,05 , 15 , 17 , 28 , 38,
201100313,2011,12,31,6,08 , 18 , 19 , 26 , 30,
201200001,2012,01,02,1,16 , 30 , 31 , 32 , 35,
201200002,2012,01,03,2,01 , 14 , 25 , 29 , 36,
201200003,2012,01,04,3,03 , 09 , 16 , 25 , 31,
201200004,2012,01,05,4,10 , 17 , 21 , 34 , 39,
201200005,2012,01,06,5,07 , 08 , 15 , 25 , 29,
201200006,2012,01,07,6,03 , 13 , 16 , 24 , 27,
201200007,2012,01,09,1,02 , 04 , 10 , 14 , 35,
201200008,2012,01,10,2,02 , 05 , 21 , 33 , 39,
201200009,2012,01,11,3,06 , 19 , 29 , 38 , 39,
201200010,2012,01,12,4,02 , 10 , 13 , 26 , 38,
201200011,2012,01,13,5,01 , 04 , 17 , 31 , 35,
201200012,2012,01,14,6,09 , 17 , 32 , 34 , 38,
201200013,2012,01,16,1,03 , 09 , 18 , 28 , 29,
201200014,2012,01,17,2,04 , 17 , 22 , 33 , 37,
201200015,2012,01,18,3,04 , 05 , 22 , 27 , 31,
201200016,2012,01,19,4,04 , 05 , 13 , 19 , 29,
201200017,2012,01,20,5,18 , 23 , 28 , 29 , 30,
201200018,2012,01,21,6,06 , 17 , 18 , 33 , 38,
201200019,2012,01,23,1,02 , 07 , 18 , 28 , 29,
201200020,2012,01,24,2,17 , 20 , 22 , 26 , 37,
201200021,2012,01,25,3,09 , 26 , 30 , 35 , 39,
201200022,2012,01,26,4,08 , 10 , 18 , 26 , 36,
201200023,2012,01,27,5,09 , 16 , 22 , 31 , 37,
201200024,2012,01,28,6,02 , 13 , 20 , 22 , 34,
201200025,2012,01,30,1,08 , 21 , 32 , 33 , 38,
201200026,2012,01,31,2,12 , 23 , 26 , 31 , 34,
201200027,2012,02,01,3,04 , 08 , 12 , 32 , 36,
201200028,2012,02,02,4,07 , 16 , 21 , 29 , 30,
201200029,2012,02,03,5,07 , 08 , 23 , 33 , 39,
201200030,2012,02,04,6,12 , 14 , 28 , 32 , 37,
201200031,2012,02,06,1,01 , 25 , 26 , 30 , 37,
201200032,2012,02,07,2,06 , 10 , 24 , 28 , 36,
201200033,2012,02,08,3,03 , 08 , 26 , 32 , 39,
201200034,2012,02,09,4,07 , 14 , 16 , 17 , 38,
201200035,2012,02,10,5,07 , 08 , 15 , 17 , 37,
201200036,2012,02,11,6,01 , 04 , 09 , 15 , 29,
201200037,2012,02,13,1,02 , 06 , 07 , 20 , 26,
201200038,2012,02,14,2,03 , 04 , 20 , 21 , 22,
201200039,2012,02,15,3,02 , 08 , 12 , 16 , 33,
201200040,2012,02,16,4,06 , 07 , 13 , 15 , 21,
201200041,2012,02,17,5,13 , 17 , 32 , 36 , 39,
201200042,2012,02,18,6,09 , 16 , 21 , 37 , 39,
201200043,2012,02,20,1,07 , 25 , 27 , 28 , 35,
201200044,2012,02,21,2,08 , 10 , 22 , 26 , 27,
201200045,2012,02,22,3,03 , 23 , 25 , 30 , 32,
201200046,2012,02,23,4,05 , 12 , 16 , 33 , 35,
201200047,2012,02,24,5,09 , 24 , 34 , 37 , 38,
201200048,2012,02,25,6,22 , 26 , 31 , 35 , 37,
201200049,2012,02,27,1,02 , 12 , 18 , 26 , 37,
201200050,2012,02,28,2,15 , 20 , 26 , 35 , 38,
201200051,2012,02,29,3,06 , 14 , 29 , 30 , 35,
201200052,2012,03,01,4,05 , 09 , 10 , 13 , 15,
201200053,2012,03,02,5,03 , 10 , 20 , 27 , 38,
201200054,2012,03,03,6,01 , 13 , 23 , 25 , 36,
201200055,2012,03,05,1,08 , 11 , 15 , 27 , 36,
201200056,2012,03,06,2,13 , 18 , 20 , 22 , 23,
201200057,2012,03,07,3,03 , 04 , 15 , 19 , 20,
201200058,2012,03,08,4,03 , 04 , 09 , 21 , 34,
201200059,2012,03,09,5,16 , 22 , 27 , 30 , 36,
201200060,2012,03,10,6,10 , 29 , 32 , 34 , 36,
201200061,2012,03,12,1,04 , 24 , 29 , 32 , 35,
201200062,2012,03,13,2,15 , 16 , 27 , 29 , 38,
201200063,2012,03,14,3,06 , 07 , 08 , 10 , 12,
201200064,2012,03,15,4,15 , 24 , 25 , 29 , 30,
201200065,2012,03,16,5,10 , 20 , 23 , 30 , 36,
201200066,2012,03,17,6,12 , 15 , 18 , 23 , 36,
201200067,2012,03,19,1,05 , 10 , 26 , 29 , 35,
201200068,2012,03,20,2,06 , 10 , 13 , 17 , 25,
201200069,2012,03,21,3,22 , 26 , 27 , 32 , 35,
201200070,2012,03,22,4,09 , 12 , 13 , 19 , 24,
201200071,2012,03,23,5,02 , 03 , 08 , 19 , 30,
201200072,2012,03,24,6,08 , 27 , 31 , 32 , 39,
201200073,2012,03,26,1,12 , 15 , 24 , 32 , 37,
201200074,2012,03,27,2,14 , 15 , 17 , 30 , 32,
201200075,2012,03,28,3,12 , 20 , 22 , 31 , 36,
201200076,2012,03,29,4,01 , 13 , 18 , 23 , 39,
201200077,2012,03,30,5,01 , 02 , 03 , 09 , 38,
201200078,2012,03,31,6,08 , 09 , 15 , 21 , 36,
201200079,2012,04,02,1,03 , 05 , 13 , 27 , 32,
201200080,2012,04,03,2,18 , 19 , 21 , 27 , 30,
201200081,2012,04,04,3,11 , 24 , 28 , 37 , 39,
201200082,2012,04,05,4,01 , 08 , 09 , 15 , 32,
201200083,2012,04,06,5,17 , 21 , 22 , 29 , 36,
201200084,2012,04,07,6,04 , 18 , 24 , 29 , 32,
201200085,2012,04,09,1,02 , 09 , 13 , 15 , 25,
201200086,2012,04,10,2,05 , 17 , 19 , 27 , 33,
